# ASAP VERSION 3.0
# simple fake data (title for the run)
#
# ASAP GUI 15 AUG 2012
#
# Number of Years
20
# First Year
1986
# Number of Ages
10
# Number of Fleets
1
# Number of Sensitivity Blocks
1
# Number of Available Survey Indices
2
# Natural Mortality
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        0.3        
# Fecundity Option
0
# Fraction of year that elapses prior to SSB calculation (0=Jan-1)
0.35
# Maturity
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
0.0180     0.1192     0.5000     0.8808     0.9820     0.9975     0.9997     1.0000     1.0000     1.0000     
